user_message,crisis_label,severity_level,suggested_helpline_id
Lost money from my bank account due to fake call.,Cyber Crime,1,cyber_1930
He is drunk and throwing things at me and the kids.,Domestic Violence,3,women_1091
"Reporting a UPI fraud scam, they stole my password.",Cyber Crime,1,cyber_1930
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,5,women_1091
Someone is following me.,Women Safety,4,women_1091
"Emergency! Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
Lost money from my bank account due to lottery scam.,Cyber Crime,3,cyber_1930
Help! The building is on fire! Need help now.,Fire Emergency,5,fire_101
My brother-in-law is hitting me. Call police.,Domestic Violence,3,women_1091
A bike hit a child at crossing.,Road Accident,4,ambulance_108
"Hit and run case at junction, victim is bleeding heavily.",Road Accident,4,ambulance_108
Help! The school is on fire!,Fire Emergency,5,fire_101
"I think I am being harassing, he is following me.",Women Safety,3,women_1091
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,4,women_1091
"Hit and run case at bridge, victim is stuck inside.",Road Accident,4,ambulance_108
I received a phishing link asking for details.,Cyber Crime,2,cyber_1930
"Reporting child labor at factory, minor is working there.",Child Helpline,5,child_1098
Someone shared my facebook. Call police.,Cyber Crime,1,cyber_1930
I found a baby who is crying at railway station. Call police.,Child Helpline,3,child_1098
"I need someone to talk to, I am worthless.",Mental Health Crisis,4,mental_health
I feel lonely and nobody cares.,Mental Health Crisis,4,mental_health
"Everything feels painful, I just want to suicide.",Mental Health Crisis,5,mental_health
"Please help. I suspect child abuse next door, the baby is always bruised.",Child Helpline,3,child_1098
"Need ambulance immediately at junction, car accident.",Road Accident,5,ambulance_108
"I think I am being harassing, he is following me.",Women Safety,4,women_1091
"Urgent. I suspect child abuse next door, the baby is always hungry. I am scared.",Child Helpline,4,child_1098
"Please help, I am alone and driver is harassing me.",Women Safety,3,women_1091
"I want to cutting myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
"I need someone to talk to, I am worthless.",Mental Health Crisis,4,mental_health
Someone is threatening me.,Women Safety,4,women_1091
"Hit and run case at bridge, victim is injured. Call police.",Road Accident,5,ambulance_108
Emergency! A child is being working in the shop.,Child Helpline,4,child_1098
"Emergency! Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
"Please save me, my husband is trying to abusing me. Please hurry.",Domestic Violence,4,women_1091
"I suspect child abuse next door, the minor is always crying. Please hurry.",Child Helpline,4,child_1098
"Fire broke out in the kitchen, people are trapped.",Fire Emergency,5,fire_101
Emergency! I feel depressed and don't see a way out. Need help now.,Mental Health Crisis,3,mental_health
"Please save me, my brother-in-law is trying to throwing things at me. I am scared.",Domestic Violence,3,women_1091
"Help! Domestic violence happening at my neighbor's house, he is locking her. Need help now.",Domestic Violence,5,women_1091
"Two cars crashed, people are unconscious. Need help now.",Road Accident,4,ambulance_108
"Please help, I am alone and stranger is harassing me. I am scared.",Women Safety,3,women_1091
A truck hit a biker at bridge.,Road Accident,4,ambulance_108
"Everything feels pointless, I just want to killing myself.",Mental Health Crisis,4,mental_health
"Help! Please help, I am alone and driver is stalking me.",Women Safety,5,women_1091
Call the fire brigade! market is burning. Please hurry.,Fire Emergency,5,fire_101
"I think I am being touching, he is following me.",Women Safety,4,women_1091
"Emergency! Having severe depression, please help.",Mental Health Crisis,4,mental_health
A man is following me and I feel unsafe.,Women Safety,4,women_1091
I feel suicidal and I am a burden.,Mental Health Crisis,4,mental_health
"Emergency! I am scared of my father, he is locking me.",Domestic Violence,3,women_1091
"Hit and run case at junction, victim is injured. Please hurry.",Road Accident,4,ambulance_108
I found a baby who is lost at street. Please hurry.,Child Helpline,3,child_1098
"Emergency! Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,3,women_1091
"I need someone to talk to, I am worthless. Please hurry.",Mental Health Crisis,3,mental_health
"Need help immediately at dark street, guy is trying to harassing me. I am scared.",Women Safety,3,women_1091
Electric short circuit caused a fire in market.,Fire Emergency,5,fire_101
I received a fraud message asking for details. Call police.,Cyber Crime,2,cyber_1930
"Bad accident on the main road, bleeding heavily.",Road Accident,4,ambulance_108
My photos are being morphed on internet. I am scared.,Cyber Crime,2,cyber_1930
Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
"Please save me, my brother-in-law is trying to throwing things at me. Need help now.",Domestic Violence,5,women_1091
"I need someone to talk to, I am empty.",Mental Health Crisis,4,mental_health
Emergency! Someone leaked my phone.,Cyber Crime,1,cyber_1930
I found a kid who is hungry at park.,Child Helpline,5,child_1098
"Two cars crashed, people are unconscious.",Road Accident,5,ambulance_108
Lost money from my bank account due to UPI fraud.,Cyber Crime,1,cyber_1930
"I suspect child abuse next door, the little boy is always hungry.",Child Helpline,4,child_1098
Emergency! Electric short circuit caused a fire in building.,Fire Emergency,5,fire_101
"Urgent. Need help immediately at the bus stop, man is trying to touching me.",Women Safety,4,women_1091
Help! Someone blocked my bank account.,Cyber Crime,3,cyber_1930
"Everything feels pointless, I just want to killing myself. Need help now.",Mental Health Crisis,4,mental_health
My photos are being morphed on internet.,Cyber Crime,3,cyber_1930
Urgent. My partner is abusing me.,Domestic Violence,3,women_1091
"I think I am being abusing, he is following me.",Women Safety,5,women_1091
Emergency! Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
I found a kid who is injured at shop.,Child Helpline,5,child_1098
A child is being forced to beg in the street.,Child Helpline,5,child_1098
"Urgent. I suspect child abuse next door, the kid is always scared.",Child Helpline,5,child_1098
Lost money from my bank account due to fake call. Please hurry.,Cyber Crime,2,cyber_1930
My photos are being hacked on telegram. Please hurry.,Cyber Crime,1,cyber_1930
"Fire broke out in the office, people are trapped. I am scared.",Fire Emergency,5,fire_101
"Please help. Domestic violence happening at my neighbor's house, he is beating her. Call police.",Domestic Violence,3,women_1091
"Hit and run case at highway, victim is unconscious.",Road Accident,5,ambulance_108
"Need ambulance immediately at main road, bike accident. Call police.",Road Accident,4,ambulance_108
I am extremely worthless and thinking of jumping off.,Mental Health Crisis,4,mental_health
I received a phishing link asking for password.,Cyber Crime,1,cyber_1930
"Two cars crashed, people are unconscious.",Road Accident,4,ambulance_108
"I am scared of my partner, he is hitting me.",Domestic Violence,4,women_1091
"Need help immediately at the bus stop, man is trying to chasing me.",Women Safety,5,women_1091
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
"Please help. Hit and run case at bridge, victim is stuck inside.",Road Accident,4,ambulance_108
"I need someone to talk to, I am depressed. Please hurry.",Mental Health Crisis,4,mental_health
"Urgent. I think I am being chasing, he is following me.",Women Safety,4,women_1091
Electric short circuit caused a fire in school.,Fire Emergency,5,fire_101
"Please help. Hit and run case at junction, victim is bleeding heavily.",Road Accident,5,ambulance_108
I am extremely lonely and thinking of taking pills.,Mental Health Crisis,4,mental_health
"Fire broke out in the slum area, people are trapped. I am scared.",Fire Emergency,5,fire_101
"I am scared of my father, he is abusing me.",Domestic Violence,5,women_1091
"Bad accident on the bridge, stuck inside.",Road Accident,4,ambulance_108
Help! He is drunk and abusing me and the kids.,Domestic Violence,4,women_1091
My photos are being shared on social media.,Cyber Crime,1,cyber_1930
"Reporting a fraud message scam, they stole my OTP.",Cyber Crime,2,cyber_1930
"I am scared of my brother-in-law, he is locking me.",Domestic Violence,5,women_1091
Lost money from my bank account due to UPI fraud. Need help now.,Cyber Crime,1,cyber_1930
"Lost child found at street, looks crying. Please hurry.",Child Helpline,4,child_1098
"Please help. Fire broke out in the factory, people are trapped. Call police.",Fire Emergency,5,fire_101
"Bad accident on the main road, not moving.",Road Accident,5,ambulance_108
"Urgent. Two cars crashed, people are injured.",Road Accident,4,ambulance_108
I am being abusing by a driver at office.,Women Safety,5,women_1091
Help! Lost money from my bank account due to phishing link.,Cyber Crime,3,cyber_1930
Someone blocked my phone. Need help now.,Cyber Crime,1,cyber_1930
"Having severe anxiety, please help.",Mental Health Crisis,5,mental_health
"Need ambulance immediately at junction, car accident.",Road Accident,5,ambulance_108
Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
Someone shared my phone.,Cyber Crime,2,cyber_1930
He is drunk and beating me and the kids.,Domestic Violence,3,women_1091
Someone is threatening me.,Women Safety,5,women_1091
I see sparks coming from the kitchen.,Fire Emergency,5,fire_101
"I want to ending my life, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,4,women_1091
I see thick smoke coming from the apartment.,Fire Emergency,5,fire_101
A bike hit a child at highway.,Road Accident,5,ambulance_108
"I am scared of my husband, he is beating me.",Domestic Violence,4,women_1091
"I think I am being threatening, he is following me.",Women Safety,3,women_1091
"Lost child found at railway station, looks bruised.",Child Helpline,4,child_1098
Someone is stalking me. Please hurry.,Women Safety,3,women_1091
Lost money from my bank account due to fake call.,Cyber Crime,2,cyber_1930
"Lost child found at street, looks scared.",Child Helpline,5,child_1098
"Please save me, my husband is trying to abusing me.",Domestic Violence,5,women_1091
"Lost child found at park, looks bruised. Please hurry.",Child Helpline,5,child_1098
Someone shared my instagram.,Cyber Crime,3,cyber_1930
"I need someone to talk to, I am lonely.",Mental Health Crisis,3,mental_health
"Please help. Having severe depression, please help. Need help now.",Mental Health Crisis,4,mental_health
My partner is threatening me.,Domestic Violence,3,women_1091
Someone is stalking me. Call police.,Women Safety,5,women_1091
"I want to cutting myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
Someone is harassing me.,Women Safety,3,women_1091
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
I received a fake call asking for identity.,Cyber Crime,3,cyber_1930
"Bad accident on the highway, injured.",Road Accident,5,ambulance_108
